,alphaModif,assetCarri,assetCwayE,assetCwa_1,assetCwayS,assetCwa_2,assetRCAID,assetRoadI,carriagewa,carriage_1,changeDate,createdDat,endName,fullRoadNa,geomModifi,hvyVehicle,hvyVehic_1,ID,ONRCClass,retiredDat,startName,surfaceTyp,trafficVol,vehicleKil,width,TACode,TAName,geometry,affected_area,affected_length
58692,2016/10/06,617,1626630.450141,6140349.729985,1627300.160263,6140224.628034,Local Authority,2231,7450,6796,0000/00/00,2016/08/04,END,RANGIPUTA ROAD,2017/09/07,20.0,8.0,862441,Secondary Collector,2500/01/01,MOTUTARA DRIVE,Thin Surfaced Flexible,250.0,164.0,7.3,001,Far North District,"MULTILINESTRING Z ((1627048.0568572525 6140226.986425715 0, 1627046.8059999999 6140226.658 0, 1627040.875 6140226.416 0, 1627034.278 6140227.021 0, 1627030.5259999996 6140228.534 0, 1627023.7479999997 6140232.528 0, 1627019.6148493153 6140235.156892351 0), (1626767.1504622793 6140331.015835105 0, 1626766.8499999996 6140330.93 0, 1626759.5880000005 6140328.509 0, 1626749.1789999995 6140323.486 0, 1626734.4119999995 6140316.95 0, 1626729.2079999996 6140315.014 0, 1626723.8820000002 6140313.864 0, 1626718.6770000001 6140313.501 0, 1626709.7810000004 6140313.38 0, 1626699.796 6140314.046 0, 1626665.5429999996 6140317.192 0, 1626630.4270000001 6140320.185 0))",0.0,171.10216893762617
33082,2016/08/04,2700,1897498.93,5508849.6,1900857.16,5510766.37,Local Authority,1040,5380,1381,0000/00/00,2016/08/04,END OF BRIDGE A-076,SEAVIEW ROAD,2016/08/04,6.0,9.5,699473,Secondary Collector,2500/01/01,END OF SEAL,Unsealed,63.0,252.0,5.2,041,Tararua District,"LINESTRING Z (1898736.3702319933 5509465.341709533 0, 1898735.034 5509462.442 0, 1898733.7469896027 5509460.06503368 0)",0.0,5.895806785204373
48731,2018/08/09,1610,1941770.920074,5585308.650323,1941928.49,5584562.25,Local Authority,3011,896,0,0000/00/00,2016/08/04,MOORI ROAD,DOMAIN RESERVE ROAD,2017/05/25,1.0,2.0,1521725,Low Volume,2500/01/01,HARPER ROAD,Thin Surfaced Flexible,50.0,45.0,3.8,030,Hastings District,"MULTILINESTRING Z ((1942006.0562747412 5584638.760872522 0, 1942004.0140000004 5584647.834 0, 1941994.8229999999 5584685.758 0, 1941978.3357605436 5584751.918522809 0), (1941961.5985304997 5584833.164069294 0, 1941959.3669999996 5584843.617 0, 1941955.091064133 5584860.235358581 0), (1941930.4065098527 5585034.925782741 0, 1941930.1587106395 5585038.550179721 0))",0.0,147.9868557143403
172409,2017/02/23,498,1873225.36,5472007.16,1871923.27,5470938.12,Local Authority,148,2366,440,0000/00/00,2016/12/15,START FLAT,MATAIKONA ROAD,2017/01/19,5.0,4.8,2260122,Access,2500/01/01,CRUMP SUBDIVISION ROAD,Thin Surfaced Flexible,105.0,202.0,5.0,048,Masterton District,"LINESTRING Z (1872391.627232015 5471125.00584146 0, 1872404.6210000003 5471134.914 0, 1872409.05627498 5471138.817933203 0)",0.0,22.249096851512437
168043,2017/02/23,497,1873521.19,5472773.09,1873225.36,5472007.16,Local Authority,148,3220,2366,0000/00/00,2016/12/15,END OF SEAL,MATAIKONA ROAD,2017/01/19,4.0,4.2,2260062,Access,2500/01/01,START FLAT,Thin Surfaced Flexible,95.0,81.0,6.0,048,Masterton District,"LINESTRING Z (1873208.313138474 5472006.200701613 0, 1873220.858 5472034.664 0, 1873231.25 5472065.816 0, 1873233.9859999996 5472080.027 0, 1873234.5056048587 5472085.338727041 0)",0.0,83.75387428896768
171887,2017/02/23,1082,1873340.85,5473423.43,1873521.19,5472773.09,Local Authority,148,3902,3220,0000/00/00,2016/12/15,START SEAL,MATAIKONA ROAD,2017/01/19,4.0,4.2,2261007,Access,2500/01/01,END OF SEAL,Unsealed,95.0,65.0,5.0,048,Masterton District,"LINESTRING Z (1873493.3191258255 5472754.582961444 0, 1873497.9139999999 5472772.47 0, 1873500.4179999996 5472787.875 0, 1873500.6220000004 5472803.761 0, 1873498.2350000003 5472819.558 0, 1873484.199 5472858.926 0, 1873416.7599999998 5473018.362 0, 1873405.5930000003 5473051.868 0, 1873393.1409999998 5473106.662 0, 1873389.1900000004 5473151.98 0, 1873384.9340000004 5473174.73 0, 1873380.4579940091 5473190.827223717 0)",0.0,457.6976587387359
33825,2016/08/04,3079,1889015.04,5499225.12,1888867.48,5498411.75,Local Authority,1008,31178,30375,0000/00/00,2016/08/04,CULVERT AC-020,COAST ROAD,2016/08/04,23.0,9.7,690310,Access,2500/01/01,AKITIO COMMUNITY CENTRE,Thin Surfaced Flexible,236.0,190.0,4.9,041,Tararua District,"MULTILINESTRING Z ((1889003.921556746 5498845.7197716 0, 1889005.011 5498849.661 0, 1889007.7010000004 5498862.293 0, 1889007.9428189495 5498864.014072259 0), (1889009.987134892 5498875.79974246 0, 1889010.0020000003 5498875.864 0, 1889011.1059999997 5498889.857 0, 1889012.404 5498905.307 0, 1889012.989 5498918.523 0, 1889013.022398678 5498921.892187223 0), (1889013.037746639 5498923.440456731 0, 1889013.12 5498931.738 0, 1889012.4100000001 5498944.597 0, 1889011.5690000001 5498957.975 0, 1889010.438 5498970.932 0, 1889008.9500000002 5498984.083 0, 1889007.6239999998 5498996.456 0, 1889006.7383186347 5499004.138278213 0), (1888999.043232058 5499095.408691352 0, 1888999.2180000003 5499100.335 0, 1888999.2309562992 5499100.533903749 0), (1889001.2180797022 5499127.681193278 0, 1889001.3988348122 5499129.930969144 0))",0.0,153.33231220853958
24667,2016/08/04,1277,1939698.44,5607479.67,1939439.07,5607862.98,Local Authority,9003,1663,1201,0000/00/00,2016/08/04,EAST ROAD,BEACH ROAD,2016/08/04,19.0,2.0,631290,Access,2500/01/01,VAN ASCH ROAD,Thin Surfaced Flexible,950.0,439.0,7.6,030,Hastings District,"LINESTRING Z (1939662.4778418378 5607524.724485724 0, 1939663.8672852889 5607522.622120437 0)",0.0,2.5200184332261872
38858,2018/02/22,770,1811528.081292,5403179.025177,1811318.491298,5402697.444249,Local Authority,231,2355,1761,0000/00/00,2016/08/04,CATTLESTOP,TE AWAITI RD,2016/08/04,0.0,0.0,730814,Access,2500/01/01,END OF SEAL,Unsealed,0.0,0.0,4.6,050,South Wairarapa District,"LINESTRING Z (1811380.3270387156 5402842.553945369 0, 1811385.2690000003 5402868.211 0, 1811387.5039999997 5402882.642 0, 1811387.5039999997 5402883.131006726 0)",0.0,41.22072459525765
38956,2018/02/22,270,1815209.360089,5404597.158335,1811528.081292,5403179.025177,Local Authority,231,6984,2355,0000/00/00,2016/08/04,GATE PAST BRIDGE,TE AWAITI RD,2016/08/04,5.0,10.0,730820,Access,2500/01/01,CATTLESTOP,Unsealed,50.0,231.0,4.2,050,South Wairarapa District,"LINESTRING Z (1814754.7468785483 5404060.344958047 0, 1814756.0559999999 5404066.819 0, 1814756.4204326335 5404072.674569755 0)",0.0,12.471974560347359
37992,2018/02/22,768,1807381.551005,5399299.759122,1809956.623219,5402254.836537,Local Authority,230,4401,56,0000/00/00,2016/08/04,GATE FN 2785,TORA FARM SETT RD,2016/11/17,5.0,8.5,731020,Access,2500/01/01,END OF SEAL,Unsealed,59.0,256.0,4.2,050,South Wairarapa District,"MULTILINESTRING Z ((1809081.0188485624 5401214.426302814 0, 1809071.284 5401169.403 0, 1809066.9699999997 5401145.898 0, 1809065.3253915857 5401129.488098609 0), (1809054.6024291818 5401048.768158602 0, 1809052.8269999996 5401042.975 0, 1809046.745 5401026.684 0, 1809043.4869999997 5401016.909 0, 1809040.3370000003 5401004.963 0, 1809039.9177746305 5401001.5344813615 0), (1809032.0248352552 5400956.502261669 0, 1809031.7570000002 5400955.329 0, 1809028.4970000004 5400944.303 0, 1809025.784 5400938.712 0, 1809020.028 5400928.069 0, 1809009.71 5400909.714 0, 1808997.9800000004 5400891.359 0, 1808991.4639999997 5400880.607 0, 1808988.4230000004 5400874.851 0, 1808985.0559999999 5400866.706 0, 1808981.0379999997 5400856.388 0, 1808977.671 5400848.786 0, 1808973.4349999996 5400841.617 0, 1808969.7419999996 5400836.947 0, 1808968.7773136566 5400836.041624306 0), (1808961.883332011 5400829.844094916 0, 1808953.2340000002 5400824.675 0, 1808942.8080000002 5400820.222 0, 1808934.7204394497 5400816.98737291 0), (1808898.4545176944 5400790.472518636 0, 1808897.0839999998 5400788.074 0, 1808893.1739999996 5400780.363 0, 1808891.3279999997 5400775.584 0, 1808888.2061444242 5400762.034662585 0), (1808881.54615336 5400736.003501594 0, 1808877.426 5400719.869 0, 1808874.9280000003 5400711.506 0, 1808873.8613628047 5400708.1903458005 0), (1808808.6890818228 5400622.961374834 0, 1808772.148 5400586.149 0, 1808769.6524399165 5400571.878304508 0), (1808595.1860192814 5400208.9215952 0, 1808545.8452708472 5400163.325037601 0))",0.0,495.7172662757739
38617,2018/02/22,476,1788578.506223,5391648.689138,1788294.368623,5391745.676847,Local Authority,203,34790,34493,0000/00/00,2016/08/04,BEN AVON GROVE,CAPE PALLISER RD,2016/08/04,8.0,10.0,728058,Secondary Collector,2500/01/01,MANGATOETOE GROVE,Thin Surfaced Flexible,80.0,24.0,6.6,050,South Wairarapa District,"MULTILINESTRING Z ((1788261.9405725175 5391754.112176443 0, 1788272.278 5391750.985 0, 1788280.2829999998 5391748.469 0, 1788287.3729999997 5391746.868 0, 1788291.5659999996 5391746.106 0, 1788299.0369999995 5391744.962 0, 1788309.1770000001 5391743.285 0, 1788318.8590000002 5391742.218 0, 1788325.8985144475 5391741.500462392 0), (1788404.8211814093 5391727.09153071 0, 1788421.932 5391721.176 0, 1788446.4800000004 5391712.714 0, 1788449.8611000052 5391711.50360977 0))",0.0,113.0350679412877
38615,2018/02/22,474,1788172.26723,5391785.877161,1786137.583112,5393188.750274,Local Authority,203,34364,31275,0000/00/00,2016/08/04,START OF SEAL,CAPE PALLISER RD,2016/08/04,10.0,9.3,728046,Secondary Collector,2500/01/01,50/100 KPH SIGN,Unsealed,107.0,331.0,5.4,050,South Wairarapa District,"LINESTRING Z (1787193.9673229815 5392013.858875168 0, 1787195.4100000001 5392012.921 0, 1787203.9270000001 5392006.461 0, 1787210.9749999996 5392001.175 0, 1787221.2529999996 5391990.603 0, 1787230.3569999998 5391981.499 0, 1787242.1040000003 5391970.046 0, 1787256.494 5391959.18 0, 1787268.8279999997 5391951.251 0, 1787289.3839999996 5391940.679 0, 1787309.0599999996 5391930.988 0, 1787339.6469999999 5391918.621 0, 1787373.4759999998 5391905.268 0, 1787401.3269999996 5391894.458 0, 1787482.0820000004 5391863.174 0, 1787515.2740000002 5391851.982 0, 1787534.2230000002 5391845.624 0, 1787552.409 5391840.282 0, 1787571.4850000003 5391835.323 0, 1787593.3590000002 5391830.871 0, 1787613.1979999999 5391827.819 0, 1787625.279 5391826.802 0, 1787630.239 5391826.802 0, 1787636.216 5391827.819 0, 1787642.7019999996 5391828.964 0, 1787651.0949999997 5391831.38 0, 1787659.342885257 5391834.129295086 0)",0.0,512.0642302483275
39113,2018/02/22,465,1785299.918494,5397080.925938,1783622.893577,5400312.062884,Local Authority,203,27025,22800,0000/00/00,2016/08/04,SEAL JOIN,CAPE PALLISER RD,2016/08/04,10.0,9.3,727980,Secondary Collector,2500/01/01,SEAL JOIN,Thin Surfaced Flexible,107.0,452.0,7.0,050,South Wairarapa District,"MULTILINESTRING Z ((1784839.1383503794 5399225.015469404 0, 1784842.1749999998 5399220.467 0, 1784959.6679999996 5399039.006 0, 1785010.3710000003 5398960.958 0, 1785069.8480000002 5398863.887 0, 1785070.9862102978 5398862.539387644 0), (1785090.5427022297 5398769.913744402 0, 1785076.159 5398749.271 0, 1785063.9579999996 5398714.646 0, 1785057.608 5398678.556 0, 1785059.2442224403 5398632.825398937 0), (1785062.007107546 5398606.16676935 0, 1785066.8480000002 5398570.28 0, 1785073.8402042768 5398544.491100961 0))",0.0,637.532690939476
39109,2018/02/22,462,1784320.226542,5403106.158664,1784398.981986,5403659.80783,Local Authority,203,19759,19199,0000/00/00,2016/08/04,SEAL JOIN,CAPE PALLISER RD,2016/08/04,14.0,9.7,727956,Secondary Collector,2500/01/01,SEAL JOIN,Thin Surfaced Flexible,145.0,81.0,6.0,050,South Wairarapa District,"LINESTRING Z (1784385.2706806918 5403487.353776552 0, 1784384.6919999998 5403479.458 0, 1784383.4150026683 5403465.260794372 0)",0.0,22.17147490842058
39107,2018/02/22,460,1784410.957807,5404233.731072,1784397.240407,5405850.039789,Local Authority,203,18626,17011,0000/00/00,2016/08/04,SEAL JOIN,CAPE PALLISER RD,2016/08/04,0.0,0.0,727944,Secondary Collector,2500/01/01,SEAL JOIN,Thin Surfaced Flexible,118.0,191.0,6.5,050,South Wairarapa District,"MULTILINESTRING Z ((1784392.4519999996 5405958.385 0, 1784391.6720000003 5405938.537 0, 1784392.1469999999 5405900.812 0, 1784400.8320000004 5405814.238 0, 1784412.0481961407 5405688.519605473 0), (1784417.2898787616 5405595.5731294695 0, 1784417.2829999998 5405595.467 0, 1784417.2829999998 5405593.41 0, 1784417.2829999998 5405588.574 0, 1784417.4050000003 5405585.077 0, 1784417.2280000001 5405578.345 0, 1784417.1720000003 5405570.729 0, 1784416.7387355822 5405560.422734784 0), (1784405.3794325457 5405383.225654545 0, 1784404.6749999998 5405372.616 0, 1784403.1027447598 5405345.274453182 0), (1784402.619415616 5405336.869350704 0, 1784401.329 5405314.429 0, 1784400.5690375764 5405282.084055679 0), (1784399.9246764749 5405136.437839326 0, 1784400.475752424 5405113.676641197 0), (1784400.0135831682 5405004.833212802 0, 1784399.9800000004 5405001.568 0, 1784399.7110523686 5404976.019263866 0))",0.0,450.4164026325881
39106,2018/02/22,459,1784397.240407,5405850.039789,1784395.557177,5406023.027148,Local Authority,203,17011,16838,0000/00/00,2016/08/04,SEAL JOINS,CAPE PALLISER RD,2016/08/04,14.0,9.7,727938,Secondary Collector,2500/01/01,TE MIHA/WHATARANGI RD,Thin Surfaced Flexible,145.0,25.0,6.5,050,South Wairarapa District,"LINESTRING Z (1784399.1613482425 5406079.078944042 0, 1784394.1050000004 5406000.443 0, 1784392.4519999996 5405958.385 0)",0.0,120.8888110709747
39105,2018/02/22,481,1784395.557177,5406023.027148,1784727.549957,5406809.688574,Local Authority,203,16838,15920,0000/00/00,2016/08/04,TE MIHA/WHATARANGI RD,CAPE PALLISER RD,2016/08/04,28.0,9.7,727932,Secondary Collector,2500/01/01,WHATARANGI SIGN,Thin Surfaced Flexible,289.0,265.0,5.8,050,South Wairarapa District,"MULTILINESTRING Z ((1784725.9739883428 5406879.1680134395 0, 1784726 5406879.002 0, 1784727.9790000003 5406862.121 0, 1784729.2599999998 5406846.52 0, 1784729.2599999998 5406836.625 0, 1784729.1909236365 5406835.140747588 0), (1784728.7414388817 5406825.761609302 0, 1784728.096 5406815.319 0, 1784727.0953529768 5406805.001002517 0), (1784721.1100000003 5406730.850145851 0, 1784721.1100000003 5406723.695 0, 1784722.7400000002 5406706.581 0, 1784725.3020000001 5406686.207 0, 1784728.5609999998 5406664.436 0, 1784729.0269999998 5406656.053 0, 1784729.3760000002 5406649.65 0, 1784729.2599999998 5406644.527 0, 1784727.863 5406636.727 0, 1784726.699 5406631.837 0, 1784725.2360702641 5406627.7939941855 0), (1784455.8948671948 5406208.900628993 0, 1784453.3509999998 5406206.299 0, 1784449.1660000002 5406201.622 0, 1784442.8880000003 5406193.867 0, 1784441.963991072 5406192.813982457 0))",0.0,190.3988740029902
39114,2018/02/22,466,1785545.20438,5394936.746708,1785299.918494,5397080.925938,Local Authority,203,29215,27025,0000/00/00,2016/08/04,CATTLESTOP,CAPE PALLISER RD,2016/08/04,10.0,9.3,727986,Secondary Collector,2500/01/01,SEAL JOIN,Thin Surfaced Flexible,107.0,234.0,8.0,050,South Wairarapa District,"MULTILINESTRING Z ((1785367.4620000788 5396107.877705956 0, 1785367.5305991294 5396107.603012516 0), (1785501.9618999532 5395256.664134996 0, 1785523.46 5395213.199 0, 1785542.410773658 5395173.1176896 0))",0.0,93.10979983025143
39104,2018/02/22,480,1784727.549957,5406809.688574,1785517.031273,5409958.178948,Local Authority,203,15920,12139,0000/00/00,2016/08/04,WHATARANGI SIGN,CAPE PALLISER RD,2016/08/04,0.0,0.0,727926,Secondary Collector,2500/01/01,1ST ABUT,Thin Surfaced Flexible,277.0,1047.0,6.2,050,South Wairarapa District,"MULTILINESTRING Z ((1785360.1200437339 5409391.744063007 0, 1785363.7810000004 5409383.756 0, 1785367.954 5409374.02 0, 1785374.648 5409359.241 0, 1785380.2110000001 5409346.723 0, 1785384.4721556846 5409337.136134899 0), (1785393.9850799618 5409315.308668413 0, 1785397.25 5409307.69 0, 1785401.8031305366 5409297.672364565 0), (1785602.284130749 5408799.014248548 0, 1785602.988 5408796.312 0, 1785607.636 5408783.87 0, 1785613.1050000004 5408772.111 0, 1785616.5003541012 5408766.397162935 0), (1785559.290100745 5408251.347677984 0, 1785557.0470000003 5408250.77 0, 1785551.3049999997 5408248.445 0, 1785545.972 5408244.207 0, 1785539.273 5408238.464 0, 1785535.3080000002 5408233.405 0, 1785531.8890000004 5408226.295 0, 1785526.42 5408211.802 0, 1785522.182 5408201.685 0, 1785517.1229999997 5408190.61 0, 1785509.193 5408174.339 0, 1785502.3559999997 5408160.666 0, 1785500.7664510866 5408157.741934159 0), (1785399.8893020763 5407958.874147582 0, 1785398.159 5407952.357 0, 1785395.1169999996 5407937.052 0, 1785392.0750000002 5407914.618 0, 1785388.938 5407885.338 0, 1785384.9460000005 5407854.158 0, 1785381.7139999997 5407833.91 0, 1785380.0020000003 5407822.787 0, 1785378.6720000003 5407813.757 0, 1785378.242636774 5407807.5054456405 0), (1785334.7746467888 5407612.085902456 0, 1785320.1670000004 5407581.756 0, 1785313.7280902662 5407569.3146566395 0))",0.0,429.28409694408833
83217,2018/08/23,1158,1781395.951485,5493061.920872,1781420.024765,5493098.679539,Local Authority,506,669,625,0000/00/00,2016/08/04,END OF SEAL,SARAH STREET,2016/08/04,7.0,5.8,1015365,Low Volume,2500/01/01,JAMES STREET,Thin Surfaced Flexible,120.0,5.0,9.3,042,Horowhenua District,"LINESTRING Z (1781418.605748056 5493096.512772948 0, 1781402.6440000003 5493072.14 0)",0.0,29.134334764348818
82856,2018/02/22,1148,1781419.619793,5493108.699863,1781189.07,5493263.508,Local Authority,416,288,0,0000/00/00,2016/08/04,SARAH STREET,JAMES STREET,2016/08/04,2.0,4.7,1011695,Low Volume,2500/01/01,MANGA PIRAU STREET,Thin Surfaced Flexible,43.0,12.0,9.2,042,Horowhenua District,"LINESTRING Z (1781189.0700000003 5493263.508 0, 1781255.1560000004 5493221.618 0, 1781411.1699045321 5493114.501417281 0)",0.0,267.4907171534451
82519,2018/02/22,1153,1781164.955886,5493224.944648,1781188.221594,5493262.151226,Local Authority,447,650,609,0000/00/00,2016/08/04,END OF SEAL,MANGA PIRAU STREET,2016/08/04,9.0,6.0,1012850,Low Volume,2500/01/01,JAMES STREET,Thin Surfaced Flexible,150.0,6.0,9.3,042,Horowhenua District,"LINESTRING Z (1781189.0700000003 5493263.508 0, 1781170.512 5493233.83 0)",0.0,35.00261487411078
83131,2018/08/23,1156,1781497.728048,5493231.347711,1781560.397556,5493329.946183,Local Authority,506,471,354,0000/00/00,2016/08/04,DUNCAN STREET,SARAH STREET,2016/08/04,7.0,5.9,1015353,Low Volume,2500/01/01,CATHRYN STREET,Thin Surfaced Flexible,118.0,14.0,9.2,042,Horowhenua District,"LINESTRING Z (1781539.5853102463 5493297.349348218 0, 1781522.4953337454 5493270.582455607 0)",0.0,31.757421760189356
82518,2018/02/22,1152,1781188.221594,5493262.151226,1781369.88313,5493365.175167,Local Authority,447,609,396,0000/00/00,2016/08/04,JAMES STREET,MANGA PIRAU STREET,2016/08/04,11.0,5.5,1012844,Low Volume,2500/01/01,DUNCAN STREET (RURAL),Thin Surfaced Flexible,199.0,42.0,9.2,042,Horowhenua District,"LINESTRING Z (1781369.2800000003 5493364.79 0, 1781300.0039999997 5493324.617 0, 1781286.529 5493317.096 0, 1781272.113 5493313.022 0, 1781257.699 5493311.768 0, 1781243.9100000001 5493309.574 0, 1781231.062 5493305.501 0, 1781220.0939999996 5493300.799 0, 1781209.7529999996 5493292.651 0, 1781189.0700000003 5493263.508 0)",0.0,213.2381746313485
82506,2018/02/22,1146,1781366.942543,5493368.694144,1781415.575996,5493288.252468,Local Authority,383,197,103,0000/00/00,2016/08/04,MANGA PIRAU STREET,DUNCAN STREET (WAIKAWA BEACH),2016/08/04,3.0,6.0,1009980,Low Volume,2500/01/01,NORNA GROVE,Thin Surfaced Flexible,50.0,5.0,7.3,042,Horowhenua District,"LINESTRING Z (1781404.7611658417 5493305.52747836 0, 1781369.2800000003 5493364.79 0)",0.0,69.07213331472687
82517,2018/02/22,1151,1781369.88313,5493365.175167,1781460.436106,5493423.003577,Local Authority,447,396,286,0000/00/00,2016/08/04,DUNCAN STREET (RURAL),MANGA PIRAU STREET,2016/08/04,0.0,0.0,1012838,Low Volume,2500/01/01,CATHRYN STREET,Thin Surfaced Flexible,0.0,0.0,9.0,042,Horowhenua District,"LINESTRING Z (1781386.1537771712 5493375.565832386 0, 1781369.2800000003 5493364.79 0)",0.0,20.021061900384836
27669,2018/08/09,3534,1933996.7101,5623252.980049,1933966.682499,5623238.140305,Parks and Reserves,1258,65,29,0000/00/00,2016/08/04,END OF CARPARK,WESTSHORE BEACH RIGHT OF SURF CLUB,2016/08/04,0.0,0.0,657749,,2500/01/01,START OF CARPARKARK,Thin Surfaced Flexible,20.0,1.0,24.0,031,Napier City,"LINESTRING Z (1933979.6827738334 5623251.6969766645 0, 1933984.4740000004 5623254.29 0)",0.0,5.4479003480332056
27663,2018/08/09,3537,1933907.543819,5623391.08395,1933946.296698,5623321.49029,Parks and Reserves,1259,162,82,0000/00/00,2016/08/04,BEACH RD4 LEFT,WESTSHORE BEACH LEFT OF SURF CLUB RD3,2016/08/04,0.0,0.0,657709,,2500/01/01,LEFT BEND AT CLUB HOUSE,Thin Surfaced Flexible,20.0,2.0,3.4,031,Napier City,"LINESTRING Z (1933942.5536776192 5623325.645773848 0, 1933942.796 5623327.039 0, 1933942.3210000005 5623329.652 0, 1933941.2149999999 5623334.11 0, 1933931.261 5623358.586 0, 1933929.2738921258 5623361.417098199 0)",0.0,38.544627534199634
26941,2018/08/09,1238,1933220.02,5625207.99,1933610.93,5623852.8,Local Authority,531,1695,264,0000/00/00,2016/08/04,END,THE ESPLANADE,2016/08/04,30.0,3.9,656596,Access,2500/01/01,DOMAIN ROAD,Thin Surfaced Flexible,762.0,1090.0,10.7,031,Napier City,"MULTILINESTRING Z ((1933395.83125211 5624615.975115596 0, 1933388.3166651938 5624640.826699085 0), (1933380.2680540862 5624667.444360591 0, 1933369.3903793066 5624703.418053617 0))",0.0,63.545177262752176
25845,2016/08/04,1668,1934057.6,5630666.78,1934019.48,5630422.03,Local Authority,758,1081,814,0000/00/00,2016/08/04,DOROTHY PLACE,LE-QUESNE ROAD,2016/08/04,16.0,2.0,651696,Access,2500/01/01,BDY HSES #36/37,Thin Surfaced Flexible,813.0,217.0,5.0,031,Napier City,"LINESTRING Z (1934054.489387539 5630542.344076791 0, 1934055.2441148174 5630544.84493403 0)",0.0,2.612259596120109
24428,2018/08/09,1866,1934738.289976,5632341.429934,1934612.35,5633108.73,Local Authority,1027,1041,0,0000/00/00,2016/08/04,END,NORTH SHORE ROAD,2017/02/23,14.0,7.0,638490,Secondary Collector,2500/01/01,STATE HIGHWAY 2,Thin Surfaced Flexible,200.0,208.0,5.5,030,Hastings District,"LINESTRING Z (1934925.120954364 5632972.604151644 0, 1934928.9740000004 5632970.774 0, 1934935.6050000004 5632966.496 0, 1934939.6679999996 5632962.432 0, 1934943.9460000005 5632957.085 0, 1934946.9409999996 5632951.524 0, 1934948.8660000004 5632945.963 0, 1934949.9349999996 5632941.471 0, 1934950.363 5632935.696 0, 1934949.08 5632926.713 0, 1934946.2989999996 5632915.376 0, 1934828.659 5632589.405 0, 1934779.7796904822 5632451.336223405 0)",0.0,561.1224671514715
72219,2018/02/01,132,2023153.761559,5670783.13633,2023115.054,5670195.945,Local Authority,714,701,0,0000/00/00,2016/08/04,MAHANGA ROAD,HAPPY JACKS ROAD,2016/08/04,0.0,0.0,945893,Low Volume,2500/01/01,JUDGES PARADE,Unsealed,11.0,8.0,3.5,029,Wairoa District,"LINESTRING Z (2023158.4800683374 5670208.270318985 0, 2023171.0000001888 5670212.277839999 0)",0.0,13.145680592487274
176236,2016/08/04,4861,2047711.7752,5709895.4848,2050139.6467,5711744.4315,Crown,367,6312,2803,0000/00/00,2016/08/04,TATAPOURI HOTEL ROAD,035-0308,2016/08/04,499.0,24.0,1500994,Primary Collector,2500/01/01,TURIHAUA,Thin Surfaced Flexible,2080.0,7299.0,8.0,900,RAMM StateHighways,"LINESTRING Z (2050087.2004861692 5711760.375685108 0, 2050068.3959999997 5711764.929 0, 2050025.5939999996 5711773.489 0, 2050012.2240375774 5711775.866041603 0)",0.0,76.5770971250217
177013,2016/08/04,4860,2050139.6467,5711744.4315,2051402.1979,5714038.5733,Crown,367,2803,0,0000/00/00,2016/08/04,TURIHAUA,035-0308,2018/06/07,499.0,24.0,1500988,Primary Collector,2500/01/01,POUAWA BRIDGE,Thin Surfaced Flexible,2080.0,5830.0,7.6,900,RAMM StateHighways,"MULTILINESTRING Z ((2050747.7079253772 5712926.217573729 0, 2050744.6770000001 5712918.112 0, 2050738.5825475487 5712891.882443779 0), (2050731.6123752396 5712785.438476409 0, 2050731.0409228909 5712742.264379501 0), (2050730.359471068 5712690.779654482 0, 2050729.989 5712662.79 0, 2050729.9693251408 5712659.156250227 0), (2050717.2019951544 5712420.516967548 0, 2050707.1210000003 5712356.985 0, 2050699.9409999996 5712312.249 0, 2050693.8660000004 5712287.12 0, 2050685.5810000002 5712259.782 0, 2050665.1469999999 5712200.134 0, 2050652.6674680738 5712167.579446807 0), (2050435.3220687748 5711826.831747951 0, 2050421.863 5711809.664 0, 2050395.358 5711778.337 0, 2050375.4699999997 5711759.406 0, 2050354.7589999996 5711744.218 0, 2050335.9809999997 5711733.172 0, 2050316.375 5711725.164 0, 2050311.7083595672 5711724.046729256 0))",0.0,536.108806711416
22239,2016/08/04,2586,2066164.488,5747249.1454,2065372.3408,5745879.65,Local Authority,629,6708,5038,0000/00/00,2016/08/04,END AT CATTLE STOP,KAIAUA ROAD,2016/08/04,4.0,9.1,620762,Low Volume,2500/01/01,WARNES BRIDGE (5024),Unsealed,44.0,73.0,3.8,028,Gisborne District,"LINESTRING Z (2066017.2192191253 5747082.559103907 0, 2066027.8178094127 5747094.85725385 0)",0.0,16.234981001187116
